country,year,ag_agr_trac_no
cub,1992,76539
cub,1993,76457
cub,1994,76376
cub,1995,76295
cub,1996,76213
cub,1997,76132
cub,1998,76050
cub,1999,75968
cub,2000,75887
cub,2001,75806
cub,2002,75725
cub,2003,75643
cub,2004,75562
cub,2005,75480
cub,2006,75399
cub,2007,72602
cyp,1961,2880
cyp,1962,3600
cyp,1963,3990
cyp,1964,4574
cyp,1965,4718
cyp,1966,5648
cyp,1967,4919
cyp,1968,5699
cyp,1969,6193
cyp,1970,6182
cyp,1971,8056
cyp,1972,8801
cyp,1973,9176
cyp,1974,9110
cyp,1975,9045
cyp,1976,8980
cyp,1977,8915
cyp,1978,9476
cyp,1979,10036
cyp,1980,10597
cyp,1981,11158
cyp,1982,11719
cyp,1983,12279
cyp,1984,12840
cyp,1985,12099
cyp,1986,12588
cyp,1987,13100
cyp,1988,13600
cyp,1989,14100
cyp,1990,14600
cyp,1991,15000
cyp,1992,15400
cyp,1993,15900
cyp,1994,16500
cyp,1995,16600
cyp,1996,16800
cyp,1997,16900
cyp,1998,16036
cyp,1999,15172
cyp,2000,14309
cze,1993,83970
cze,1994,85025
cze,1995,86081
cze,1996,85000
cze,1997,84000
cze,1998,83000
cze,1999,79304
cze,2000,96716
cze,2001,94778
cze,2002,94440
cze,2003,91648
cze,2004,89350
cze,2005,87039
cze,2006,85426
cze,2007,83813
dnk,1961,128865
dnk,1962,136712
dnk,1963,145839
dnk,1964,156344
dnk,1965,161734
dnk,1966,166291
dnk,1967,171380
dnk,1968,173735
dnk,1969,173853
dnk,1970,174639
dnk,1971,173000
dnk,1972,172844
dnk,1973,178772
dnk,1974,182660
dnk,1975,185000
dnk,1976,182618
dnk,1977,191331
dnk,1978,189913
dnk,1979,189746
dnk,1980,189426
dnk,1981,181349
dnk,1982,183135
dnk,1983,176000
dnk,1984,169711
dnk,1985,166314
dnk,1986,168574
dnk,1987,164949
dnk,1988,167773
dnk,1989,165908
dnk,1990,162555
dnk,1991,160387
dnk,1992,155031
dnk,1993,154648
dnk,1994,146573
dnk,1995,151080
dnk,1996,139619
dnk,1997,141293
dnk,1998,130000
dnk,1999,129377
dnk,2000,123221
dnk,2001,121255
dnk,2002,119290
dnk,2003,117325
dnk,2004,115360
dnk,2005,113402
dji,1961,4
dji,1962,4
dji,1963,4
dji,1964,4
dji,1965,4
dji,1966,4
dji,1967,4
dji,1968,4
dji,1969,5
dji,1970,5
dji,1971,5
dji,1972,5
dji,1973,5
dji,1974,5
dji,1975,5
dji,1976,5
dji,1977,6
dji,1978,6
dji,1979,6
dji,1980,6
dji,1981,6
dji,1982,6
dji,1983,6
dji,1984,6
dji,1985,6
dji,1986,6
dji,1987,8
dji,1988,8
dji,1989,8
dji,1990,8
dji,1991,8
dji,1992,8
dji,1993,8
dji,1994,8
dji,1995,8
dji,1996,8
dji,1997,8
dji,1998,8
dji,1999,8
dji,2000,8
dji,2001,8
dji,2002,8
dji,2003,8
dji,2004,6
dji,2005,6
dji,2006,6
dma,1961,28
dma,1962,32
dma,1963,32
dma,1964,36
dma,1965,42
dma,1966,48
dma,1967,54
dma,1968,54
dom,1961,1770
dom,1962,1790
dom,1963,1810
dom,1964,1830
dom,1965,1850
dom,1966,1870
dom,1967,1890
dom,1968,1910
dom,1969,1930
dom,1970,1950
dom,1971,1970
dom,1972,1990
dom,1973,2010
dom,1974,2030
dom,1975,2050
dom,1976,2070
dom,1977,2090
dom,1978,2110
dom,1979,2130
dom,1980,2150
dom,1981,2170
dom,1982,2190
dom,1983,2210
dom,1984,2230
dom,1985,2250
dom,1986,2270
dom,1987,2290
dom,1988,2310
dom,1989,2320
dom,1990,2330
dom,1991,2300
dom,1992,2250
dom,1993,2200
dom,1994,2150
dom,1995,2100
dom,1996,2050
dom,1997,2000
dom,1998,1950
dom,1999,1900
dom,2000,1868
ecu,1961,1558
ecu,1962,1565
ecu,1963,1620
ecu,1964,1700
ecu,1965,2000
ecu,1966,2313
ecu,1967,2450
ecu,1968,2700
ecu,1969,2900
ecu,1970,3100
ecu,1971,3400
ecu,1972,3700
ecu,1973,4200
ecu,1974,4945
ecu,1975,5100
ecu,1976,5208
ecu,1977,5440
ecu,1978,5564
ecu,1979,5880
ecu,1980,6198
ecu,1981,6844
ecu,1982,7186
ecu,1983,7400
ecu,1984,7600
ecu,1985,7800
ecu,1986,8000
ecu,1987,8200
ecu,1988,8400
ecu,1989,8600
ecu,1990,8700
ecu,1991,8800
ecu,1992,8900
ecu,1993,8900
ecu,1994,14150
ecu,1995,14200
ecu,1996,14300
ecu,1997,14500
ecu,1998,14550
ecu,1999,14600
ecu,2000,14652
egy,1961,12837
egy,1962,13200
egy,1963,13500
egy,1964,14000
egy,1965,14500
egy,1966,15000
egy,1967,15400
egy,1968,15572
egy,1969,16962
egy,1970,17300
egy,1971,17566
egy,1972,18500
egy,1973,20036
egy,1974,20889
egy,1975,21500
egy,1976,22000
egy,1977,22468
egy,1978,28300
egy,1979,34189
egy,1980,36000
egy,1981,38639
egy,1982,41900
egy,1983,45200
egy,1984,48500
egy,1985,51856
egy,1986,52000
egy,1987,52290
egy,1988,53000
egy,1989,55000
egy,1990,57000
egy,1991,59000
egy,1992,61000
egy,1993,78099
egy,1994,78846
egy,1995,89080
egy,1996,88000
egy,1997,86000
egy,1998,86000
egy,1999,86000
egy,2000,86255
egy,2001,92203
egy,2002,93340
egy,2003,94482
egy,2004,96265
egy,2005,98051
egy,2006,100317
egy,2007,102584
egy,2008,103188
slv,1961,1600
slv,1962,1650
slv,1963,1700
slv,1964,1750
slv,1965,1800
slv,1966,1850
slv,1967,2200
slv,1968,2300
slv,1969,2400
slv,1970,2500
slv,1971,2642
eri,1993,250
eri,1994,270
eri,1995,300
eri,1996,331
eri,1997,440
eri,1998,613
eri,1999,560
eri,2000,463
est,1992,50762
est,1993,48426
est,1994,48826
est,1995,49387
est,1996,50398
est,1997,50607
est,1998,50908
est,1999,50726
est,2000,50624
est,2001,52441
est,2002,36072
est,2003,36697
est,2004,37178
est,2005,32281
est,2006,33744
fji,1961,950
fji,1962,975
fji,1963,1000
fji,1964,1000
fji,1965,1200
fji,1966,1400
fji,1967,1600
fji,1968,1800
fji,1969,2000
fji,1970,2200
fji,1971,2400
fji,1972,2600
fji,1973,2800
fji,1974,3000
fji,1975,3200
fji,1976,3400
fji,1977,3600
fji,1978,3800
fji,1979,4000
fji,1980,4250
fji,1981,4500
fji,1982,4750
fji,1983,5000
fji,1984,5000
fji,1985,5500
fji,1986,5800
fji,1987,6000
fji,1988,6350
fji,1989,6500
fji,1990,6700
fji,1991,6952
fji,1992,6952
fji,1993,6843
fji,1994,6734
fji,1995,6625
fji,1996,6516
fji,1997,6407
fji,1998,6298
fji,1999,6189
fji,2000,6080
fji,2002,5862
fji,2003,5644
fji,2004,5644
fji,2005,5735
fji,2006,5815
fji,2007,5893
fji,2008,5983
fin,1961,82300
fin,1962,91400
fin,1963,113600
fin,1964,121400
fin,1965,126900
fin,1966,131450
fin,1967,137500
fin,1968,143500
fin,1969,151800
fin,1970,155000
fin,1971,160000
fin,1972,165000
fin,1973,170000
fin,1974,175000
fin,1975,178000
fin,1976,192000
fin,1977,197000
fin,1978,201000
fin,1979,204000
fin,1980,212000
fin,1981,218000
fin,1982,227000
fin,1983,234000
fin,1984,230000
fin,1985,226500
fin,1986,223000
fin,1987,219000
fin,1988,215000
fin,1989,211600
fin,1990,207952
fin,1991,205300
fin,1992,202700
fin,1993,200064
fin,1994,197400
fin,1995,194772
fin,1996,190000
fin,1997,185000
fin,1998,180200
fin,1999,175300
fin,2000,170441
fin,2001,171000
fin,2002,172400
fin,2003,173300
fin,2004,174000
fin,2005,175232
fra,1961,743400
fra,1962,804438
fra,1963,867676
fra,1964,952718
fra,1965,996422
fra,1966,1051173
fra,1967,1106713
fra,1968,1178657
fra,1969,1209013
fra,1970,1230200
fra,1971,1277800
fra,1972,1307100
fra,1973,1321000
fra,1974,1337200
fra,1975,1363054
fra,1976,1372400
fra,1977,1399464
fra,1978,1413000
fra,1979,1424500
fra,1980,1473600
fra,1981,1484600
fra,1982,1493600
fra,1983,1495000
fra,1984,1491400
fra,1985,1491200
fra,1986,1484900
fra,1987,1481100
fra,1988,1475400
fra,1989,1458000
fra,1990,1440000
fra,1991,1410000
fra,1992,1390000
fra,1993,1360000
fra,1994,1330000
fra,1995,1311700
fra,1996,1290000
fra,1997,1279000
fra,1998,1274000
fra,1999,1269000
fra,2000,1264000
fra,2001,1264000
fra,2002,1264000
fra,2003,1234650
fra,2004,1205300
fra,2005,1176425
pyf,1961,50
pyf,1962,55
pyf,1963,60
pyf,1964,70
pyf,1965,80
pyf,1966,90
pyf,1967,100
pyf,1968,110
pyf,1969,120
pyf,1970,130
pyf,1971,140
pyf,1972,140
pyf,1973,140
pyf,1974,140
pyf,1975,140
pyf,1976,140
pyf,1977,140
pyf,1978,140
pyf,1979,140
pyf,1980,140
pyf,1981,140
pyf,1982,140
pyf,1983,140
pyf,1984,140
pyf,1985,140
pyf,1986,140
pyf,1987,140
pyf,1988,155
pyf,1989,180
pyf,1990,195
pyf,1991,210
pyf,1992,225
pyf,1993,240
pyf,1994,255
pyf,1995,273
gmb,1961,37
gmb,1962,43
gmb,1963,43
gmb,1964,43
gmb,1965,43
gmb,1966,44
gmb,1967,44
gmb,1968,44
gmb,1969,44
gmb,1970,45
gmb,1971,45
gmb,1972,45
gmb,1973,45
gmb,1974,46
gmb,1975,46
gmb,1976,46
gmb,1977,47
gmb,1978,46
gmb,1979,46
gmb,1980,45
gmb,1981,44
gmb,1982,44
gmb,1983,43
geo,1992,23500
geo,1993,20000
geo,1994,18200
geo,1995,16600
geo,1996,16600
geo,1997,12000
geo,1998,17240
geo,1999,18147
geo,2000,17199
deu,1961,1027884
deu,1962,1099101
deu,1963,1164392
deu,1964,1224613
deu,1965,1288372
deu,1966,1347457
deu,1967,1395605
deu,1968,1437257
deu,1969,1485619
deu,1970,1504965
deu,1971,1542784
deu,1972,1555127
deu,1973,1561349
deu,1974,1566691
deu,1975,1577582
deu,1976,1579496
deu,1977,1590106
deu,1978,1596915
deu,1979,1608292
deu,1980,1613502
deu,1981,1614884
deu,1982,1621523
deu,1983,1635812
deu,1984,1638576
deu,1985,1641625
deu,1986,1644534
deu,1987,1634468
deu,1988,1616982
deu,1989,1594863
deu,1990,1567500
deu,1991,1500000
deu,1992,1321900
deu,1993,1300000
deu,1994,1261400
deu,1995,1215700
deu,1996,1190000
deu,1997,1116023
deu,1998,1072211
deu,1999,1030775
deu,2000,989488
gha,1961,1000
gha,1962,1500
gha,1963,1800
gha,1964,2234
gha,1965,2124
gha,1966,2116
gha,1967,2108
gha,1968,2100
gha,1969,2092
gha,1970,2084
gha,1971,2076
gha,1972,2068
gha,1973,2060
gha,1974,2052
gha,1975,2044
gha,1976,2036
gha,1977,2028
gha,1978,2020
gha,1979,2012
gha,1980,2004
gha,1981,1996
gha,1982,1988
gha,1983,1980
gha,1984,1972
gha,1985,1964
gha,1986,1956
gha,1987,1948
gha,1988,1940
gha,1989,1932
gha,1990,1924
gha,1991,1916
gha,1992,1908
gha,1993,1900
gha,1994,1892
gha,1995,1884
gha,1996,1876
gha,1997,1868
gha,1998,1860
gha,1999,1952
gha,2000,1944
gha,2001,1936
gha,2002,1928
gha,2003,1920
gha,2004,1912
gha,2005,1807
grc,1961,22630
grc,1962,24530
grc,1963,28500
grc,1964,33500
grc,1965,39318
grc,1966,44774
grc,1967,50857
grc,1968,52300
grc,1969,57000
grc,1970,61945
grc,1971,67536
grc,1972,70540
grc,1973,77802
grc,1974,84043
grc,1975,93424
grc,1976,102656
grc,1977,112650
grc,1978,122268
grc,1979,132000
grc,1980,140305
grc,1981,152254
grc,1982,159516
grc,1983,168715
grc,1984,178857
grc,1985,183410
grc,1986,193257
grc,1987,203161
grc,1988,207567
grc,1989,211651
grc,1990,215755
grc,1991,223718
grc,1992,228051
grc,1993,231177
grc,1994,234844
grc,1995,236197
grc,1996,240125
grc,1997,242446
grc,1998,242678
grc,1999,249819
grc,2000,253785
grc,2001,254527
grc,2002,256858
grc,2003,257737
grc,2004,258476
grc,2005,259766
grc,2006,259613
grl,1961,38
grl,1962,40
grl,1963,42
grl,1964,44
grl,1965,46
grl,1966,48
grl,1967,50
grl,1968,52
grl,1969,54
grl,1970,56
grl,1971,58
grl,1972,60
grl,1973,62
grl,1974,64
grl,1975,66
grl,1976,68
grl,1977,70
grl,1978,72
grl,1979,74
grl,1980,76
grl,1981,78
grl,1982,80
grd,1961,12
grd,1962,12
grd,1963,13
grd,1964,14
grd,1965,17
grd,1966,19
grd,1967,20
grd,1968,22
grd,1969,22
grd,1970,22
grd,1971,22
grd,1972,22
grd,1973,22
grd,1974,22
grd,1975,22
grd,1976,22
grd,1977,23
grd,1978,24
grd,1979,25
grd,1980,25
grd,1981,24
grd,1982,23
grd,1983,22
grd,1984,21
grd,1985,20
grd,1986,20
grd,1987,19
grd,1988,18
grd,1989,17
grd,1990,16
grd,1991,15
grd,1992,14
grd,1993,13
grd,1994,13
grd,1995,13
grd,1996,12
grd,1997,12
grd,1998,12
grd,1999,12
gum,1961,59
gum,1962,56
gum,1963,46
gum,1964,46
gum,1965,89
gum,1966,95
gum,1967,59
gum,1968,65
gum,1969,68
gum,1970,70
gum,1971,72
gum,1972,74
gum,1973,74
gum,1974,75
gum,1975,75
gum,1976,75
gum,1977,77
gum,1978,80
gtm,1961,1950
gtm,1962,2100
gtm,1963,2250
gtm,1964,2400
gtm,1965,2550
gtm,1966,2700
gtm,1967,2850
gtm,1968,3000
gtm,1969,3100
gtm,1970,3150
gin,1961,381
gin,1962,581
gin,1963,780
gin,1964,980
gin,1965,1180
gin,1966,1379
gin,1967,1579
gin,1968,1778
gin,1969,1978
gin,1970,2178
gin,1971,2377
gin,1972,2577
gin,1973,2777
gin,1974,2976
gin,1975,3176
gin,1976,3375
gin,1977,3575
gin,1978,3775
gin,1979,3974
gin,1980,4174
gin,1981,4120
gin,1982,4067
gin,1983,4013
gin,1984,3959
gin,1985,3906
gin,1986,3852
gin,1987,3798
gin,1988,3744
gin,1989,3691
gin,1990,3637
gin,1991,3583
gin,1992,3530
gin,1993,3476
gin,1994,3422
gin,1995,3476
gin,1996,3858
gin,1997,4241
gin,1998,4623
gin,1999,5006
gin,2000,5388
gnb,1961,3
gnb,1962,5
gnb,1963,10
gnb,1964,12
gnb,1965,12
gnb,1966,12
gnb,1967,12
gnb,1968,13
gnb,1969,13
gnb,1970,13
gnb,1971,13
gnb,1972,14
gnb,1973,14
gnb,1974,14
gnb,1975,14
gnb,1976,15
gnb,1977,15
gnb,1978,15
gnb,1979,16
gnb,1980,16
gnb,1981,16
gnb,1982,17
gnb,1983,17
gnb,1984,17
gnb,1985,18
gnb,1986,18
gnb,1987,18
gnb,1988,19
gnb,1989,19
gnb,1990,19
gnb,1991,19
gnb,1992,19
gnb,1993,19
gnb,1994,19
gnb,1995,19
gnb,1996,19
guy,1961,3240
guy,1962,3250
guy,1963,3260
guy,1964,3270
guy,1965,3280
guy,1966,3290
guy,1967,3300
guy,1968,3310
guy,1969,3320
guy,1970,3330
guy,1971,3340
guy,1972,3350
guy,1973,3360
guy,1974,3370
guy,1975,3380
guy,1976,3390
guy,1977,3401
hti,1961,80
hti,1962,85
hti,1963,90
hti,1964,95
hti,1965,100
hti,1966,105
hti,1967,110
hti,1968,115
hti,1969,120
hti,1970,125
hti,1971,130
hti,1972,135
hti,1973,140
hti,1974,145
hti,1975,150
hti,1976,155
hti,1977,160
hti,1978,165
hti,1979,170
hti,1980,175
hti,1981,180
hti,1982,185
hti,1983,190
hti,1984,195
hti,1985,200
hti,1986,205
hti,1987,210
hti,1988,215
hti,1989,220
hti,1990,200
hti,1991,180
hti,1992,170
hti,1993,160
hti,1994,150
hti,1995,140
hti,1996,135
hti,1997,136
hti,1998,146
hnd,1961,304
hnd,1962,307
hnd,1963,309
hnd,1964,340
hnd,1965,395
hnd,1966,430
hnd,1967,910
hnd,1968,1170
hnd,1969,1430
hnd,1970,1700
hnd,1971,1950
hnd,1972,2210
hnd,1973,2480
hnd,1974,2746
hnd,1975,2830
hnd,1976,2910
hnd,1977,3000
hnd,1978,3080
hnd,1979,3200
hnd,1980,3320
hnd,1981,3440
hnd,1982,3560
hnd,1983,3680
hnd,1984,3800
hnd,1985,3918
hnd,1986,4040
hnd,1987,4155
hnd,1988,4275
hnd,1989,4395
hnd,1990,4520
hnd,1991,4650
hnd,1992,4750
hnd,1993,4874
hnd,1994,4930
hnd,1995,4985
hnd,1996,5040
hnd,1997,5100
hnd,1998,5155
hnd,1999,5200
hnd,2000,5200
hun,1961,44167
hun,1962,49404
hun,1963,54893
hun,1964,59971
hun,1965,63506
hun,1966,66795
hun,1967,66856
hun,1968,66452
hun,1969,66606
hun,1970,67946
hun,1971,67037
hun,1972,64865
hun,1973,63527
hun,1974,62361
hun,1975,62138
hun,1976,61003
hun,1977,59771
hun,1978,57977
hun,1979,57057
hun,1980,55452
hun,1981,54912
hun,1982,55335
hun,1983,55611
hun,1984,55414
hun,1985,55317
hun,1986,53947
hun,1987,53507
hun,1988,52765
hun,1989,50388
hun,1990,49400
hun,1991,91913
hun,1992,92000
hun,1993,92100
hun,1994,92150
hun,1995,92200
hun,1996,92215
hun,1997,92250
hun,1998,92270
hun,1999,92300
hun,2000,113306
hun,2001,114740
hun,2002,116175
hun,2003,117610
hun,2004,119044
hun,2005,120477
isl,1961,6177
isl,1962,6479
isl,1963,7187
isl,1964,7340
isl,1965,7940
isl,1966,8640
isl,1967,9340
isl,1968,9840
isl,1969,9860
isl,1970,9882
isl,1971,10200
isl,1972,10500
isl,1973,10800
isl,1974,11100
isl,1975,11400
isl,1976,11700
isl,1977,12000
isl,1978,12300
isl,1979,12700
isl,1980,13200
isl,1981,13500
isl,1982,13800
isl,1983,14000
isl,1984,14000
isl,1985,13200
isl,1986,13200
isl,1987,13000
isl,1988,12000
isl,1989,11400
isl,1990,11467
isl,1991,11147
isl,1992,10852
isl,1993,10515
isl,1994,10434
isl,1995,10519
isl,1996,10000
isl,1997,9500
isl,1998,8925
isl,1999,9051
isl,2000,9019
isl,2001,9019
isl,2002,10900
isl,2003,10789
isl,2004,10750
isl,2005,10928
isl,2006,11144
isl,2007,11403
isl,2008,11525
isl,2009,11432
ind,1961,31016
ind,1962,35000
ind,1963,40000
ind,1964,44000
ind,1965,48000
ind,1966,54012
ind,1967,66000
ind,1968,78000
ind,1969,90000
ind,1970,100000
ind,1971,143000
ind,1972,170000
ind,1973,184293
ind,1974,203351
ind,1975,227668
ind,1976,250884
ind,1977,294313
ind,1978,334138
ind,1979,378714
ind,1980,382869
ind,1981,417769
ind,1982,461567
ind,1983,502581
ind,1984,553555
ind,1985,607773
ind,1986,648932
ind,1987,697568
ind,1988,750935
ind,1989,925365
ind,1990,988070
ind,1991,1063012
ind,1992,1136160
ind,1993,1195013
ind,1994,1257630
ind,1995,1354864
ind,1996,1502000
ind,1997,1650000
ind,1998,1797000
ind,1999,1944000
ind,2000,2091000
idn,1961,50
idn,1962,50
idn,1963,50
idn,1964,50
idn,1965,100
idn,1966,100
idn,1967,100
idn,1968,100
idn,1969,100
idn,1970,150
idn,1971,150
idn,1972,150
idn,1973,150
idn,1974,155
idn,1975,210
idn,1976,240
idn,1977,510
idn,1978,1820
idn,1979,1820
idn,1980,2100
idn,1981,2745
idn,1982,3390
idn,1983,3390
idn,1984,3652
idn,1985,3915
idn,1986,4175
idn,1987,4048
idn,1988,4316
idn,1989,4620
idn,1990,4524
idn,1991,4997
idn,1992,5470
idn,1993,5942
idn,1994,6033
idn,1995,6124
idn,1996,5139
idn,1997,4483
idn,1998,4656
idn,1999,4335
idn,2000,4013
irn,1961,8000
irn,1962,10000
irn,1963,11000
irn,1964,13000
irn,1965,14500
irn,1966,16000
irn,1967,17500
irn,1968,18000
irn,1969,19000
irn,1970,20000
irn,1971,21500
irn,1972,22940
irn,1973,31673
irn,1974,37800
irn,1975,43900
irn,1976,50000
irn,1977,56062
irn,1978,63500
irn,1979,70942
irn,1980,78000
irn,1981,85000
irn,1982,93051
irn,1983,110000
irn,1984,130000
irn,1985,150000
irn,1986,170000
irn,1987,185000
irn,1988,195981
irn,1989,205000
irn,1990,215000
irn,1991,220000
irn,1992,228005
irn,1993,228200
irn,1994,228400
irn,1995,228600
irn,1996,228800
irn,1997,290000
irn,1998,230000
irn,1999,228000
irn,2000,228000
irq,1961,3300
irq,1962,3700
irq,1963,4500
irq,1964,5400
irq,1965,6500
irq,1966,7700
irq,1967,8922
irq,1968,10000
irq,1969,12000
irq,1970,14000
irq,1971,15000
irq,1972,17000
irq,1973,18000
irq,1974,19000
irq,1975,20222
irq,1976,20000
irq,1977,20000
irq,1978,20000
irq,1979,20058
irq,1980,23350
irq,1981,26600
irq,1982,29956
irq,1983,35552
irq,1984,36005
irq,1985,38000
irq,1986,40915
irq,1987,40000
irq,1988,39000
irq,1989,38186
irq,1990,38186
irq,1991,38186
irq,1992,37500
irq,1993,37161
irq,1994,37161
irq,1995,49640
irq,1996,49640
irq,1997,49600
irq,1998,49600
irq,1999,49600
irq,2000,46078
irl,1961,45500
irl,1962,48100
irl,1963,51500
irl,1964,54900
irl,1965,60167
irl,1966,64200
irl,1967,66400
irl,1968,72000
irl,1969,77700
irl,1970,84349
irl,1971,89900
irl,1972,94000
irl,1973,98300
irl,1974,106000
irl,1975,114217
irl,1976,120000
irl,1977,125000
irl,1978,130000
irl,1979,135000
irl,1980,145100
irl,1981,148000
irl,1982,150000
irl,1983,152000
irl,1984,155000
irl,1985,158000
irl,1986,160500
irl,1987,163000
irl,1988,165000
irl,1989,167000
irl,1990,169000
irl,1991,171000
irl,1992,172000
irl,1993,173000
irl,1994,174500
irl,1995,176500
irl,1996,178000
irl,1997,179557
irl,1998,174414
irl,1999,169123
irl,2000,159525
irl,2001,160920
irl,2002,162310
irl,2003,163700
irl,2004,169250
irl,2005,174800
isr,1961,7485
isr,1962,8505
isr,1963,9300
isr,1964,10190
isr,1965,10470
isr,1966,11430
isr,1967,12395
isr,1968,13765
isr,1969,15505
isr,1970,16360
isr,1971,16005
isr,1972,16655
isr,1973,17830
isr,1974,19535
isr,1975,19250
isr,1976,21100
isr,1977,22850
isr,1978,24300
isr,1979,25600
isr,1980,26800
isr,1981,26500
isr,1982,26800
isr,1983,27475
isr,1984,26870
isr,1985,26254
isr,1986,28248
isr,1987,28662
isr,1988,28444
isr,1989,28400
isr,1990,27400
isr,1991,25920
isr,1992,25790
isr,1993,25500
isr,1994,25300
isr,1995,24900
isr,1996,24620
isr,1997,24345
isr,1998,24065
isr,1999,23785
isr,2000,23500
ita,1961,272849
ita,1962,304893
ita,1963,338584
ita,1964,377107
ita,1965,419943
ita,1966,460893
ita,1967,509234
ita,1968,542791
ita,1969,584214
ita,1970,614712
ita,1971,657269
ita,1972,698278
ita,1973,742766
ita,1974,780602
ita,1975,819334
ita,1976,865715
ita,1977,909580
ita,1978,953197
ita,1979,1006080
ita,1980,1072168
ita,1981,1105593
ita,1982,1139050
ita,1983,1169513
ita,1984,1197998
ita,1985,1227134
ita,1986,1269147
ita,1987,1315427
ita,1988,1362932
ita,1989,1399375
ita,1990,1429756
ita,1991,1455811
ita,1992,1431256
ita,1993,1464322
ita,1994,1490767
ita,1995,1522463
ita,1996,1541227
ita,1997,1561363
ita,1998,1601025
ita,1999,1620084
ita,2000,1643613
ita,2001,1695989
ita,2002,1754401
jam,1961,1558
jam,1962,1700
jam,1963,1900
jam,1964,3000
jam,1965,3940
jam,1966,4900
jam,1967,1450
jam,1968,1550
jam,1969,1650
jam,1970,1745
jpn,1961,6978
jpn,1962,10746
jpn,1963,17157
jpn,1964,24846
jpn,1965,60000
jpn,1966,90000
jpn,1967,124300
jpn,1968,200000
jpn,1969,278000
jpn,1970,278000
jpn,1971,278170
jpn,1972,290840
jpn,1973,341280
jpn,1974,550000
jpn,1975,721090
jpn,1976,832000
jpn,1977,952000
jpn,1978,1095860
jpn,1979,1095800
jpn,1980,1471400
jpn,1981,1412900
jpn,1982,1526000
jpn,1983,1584300
jpn,1984,1650300
jpn,1985,1853600
jpn,1986,1833900
jpn,1987,1904070
jpn,1988,1984590
jpn,1989,2049120
jpn,1990,2142210
jpn,1991,1966000
jpn,1992,2003000
jpn,1993,2041000
jpn,1994,2060000
jpn,1995,2123000
jpn,1996,2122000
jpn,1997,2121000
jpn,1998,2120000
jpn,1999,2120000
jpn,2000,2027674
jor,1961,890
jor,1962,1081
jor,1963,1269
jor,1964,1562
jor,1965,1872
jor,1966,2168
jor,1967,2328
jor,1968,2507
jor,1969,2662
jor,1970,2758
jor,1971,2856
jor,1972,3149
jor,1973,3300
jor,1974,3547
jor,1975,3748
jor,1976,3914
jor,1977,4074
jor,1978,4223
jor,1979,4343
jor,1980,4561
jor,1981,4799
jor,1982,4748
jor,1983,4778
jor,1984,4795
jor,1985,4914
jor,1986,5553
jor,1987,5673
jor,1988,5673
jor,1989,5800
jor,1990,6100
jor,1991,6600
jor,1992,7100
jor,1993,7400
jor,1994,7634
jor,1995,6500
jor,1996,4700
jor,1997,4773
jor,1998,4800
jor,1999,5440
jor,2000,5732
kaz,1992,217435
kaz,1993,212082
kaz,1994,196242
kaz,1995,170185
kaz,1996,142383
kaz,1997,108121
kaz,1998,64249
kaz,1999,54982
kaz,2000,52084
ken,1961,6422
ken,1962,6418
ken,1963,6111
ken,1964,5783
ken,1965,5729
ken,1966,6145
ken,1967,6617
ken,1968,4904
ken,1969,5998
ken,1970,7247
ken,1971,5891
ken,1972,6028
ken,1973,5721
ken,1974,6195
ken,1975,6013
ken,1976,5982
ken,1977,6186
ken,1978,6449
ken,1979,6374
ken,1980,6546
ken,1981,6399
ken,1982,6650
ken,1983,8568
ken,1984,8800
ken,1985,9000
ken,1986,9200
ken,1987,9400
ken,1988,9600
ken,1989,9800
ken,1990,10000
ken,1991,10200
ken,1992,10500
ken,1993,10800
ken,1994,11000
ken,1995,11200
ken,1996,11400
ken,1997,11600
ken,1998,11800
ken,1999,12000
ken,2000,12200
ken,2001,12568
ken,2002,12844
kir,1961,2
kir,1962,2
kir,1963,6
kir,1964,6
kir,1965,10
kir,1966,10
kir,1967,10
kir,1968,10
kir,1969,10
kir,1970,9
kir,1971,9
kir,1972,9
kir,1973,13
kir,1974,13
kir,1975,14
prk,1961,9000
prk,1962,10000
prk,1963,12000
prk,1964,12500
prk,1965,13000
prk,1966,14000
prk,1967,16000
prk,1968,17000
prk,1969,18000
prk,1970,20000
prk,1971,21000
prk,1972,22000
prk,1973,23000
prk,1974,24000
prk,1975,25000
prk,1976,26000
prk,1977,27000
prk,1978,32800
prk,1979,38600
prk,1980,44300
prk,1981,50100
prk,1982,55900
prk,1983,61700
prk,1984,67500
kor,1961,24
kor,1962,24
kor,1963,24
kor,1964,30
kor,1965,35
kor,1966,40
kor,1967,34
kor,1968,68
kor,1969,100
kor,1970,61
kor,1971,183
kor,1972,212
kor,1973,293
kor,1974,388
kor,1975,564
kor,1976,790
kor,1977,1121
kor,1978,1601
kor,1979,2035
kor,1980,2664
kor,1981,3862
kor,1982,5575
kor,1983,7649
kor,1984,9684
kor,1985,12389
kor,1986,16167
kor,1987,19863
kor,1988,24616
kor,1989,31328
kor,1990,41203
kor,1991,52973
kor,1992,64159
kor,1993,76800
kor,1994,88706
kor,1995,100412
kor,1996,113287
kor,1997,131358
kor,1998,157888
kor,1999,176146
kor,2000,191631
kwt,1961,2
kwt,1962,2
kwt,1963,2
kwt,1964,2
kwt,1965,3
kwt,1966,4
kwt,1967,5
kwt,1968,6
kwt,1969,7
kwt,1970,9
kwt,1971,9
kwt,1972,9
kwt,1973,9
kwt,1974,18
